pid,event,time,fac_heduc,fac_heblack,fac_mixed
2500,0,41.229,<12,No,No
2501,0,20.348,12-15,No,No
2502,0,7.595,12-15,No,No
2503,0,9.169,12-15,No,No
2504,0,0.641,<12,No,No
2505,0,14.428,12-15,No,No
2506,1,3.417,12-15,No,No
2507,0,0.698,12-15,No,No
2508,0,5.002,12-15,Yes,Yes
2509,0,1.634,12-15,No,No
2510,0,5.194,12-15,No,No
2511,0,9.821,12-15,Yes,Yes
2512,0,7.811,<12,Yes,Yes
2513,1,14.0315,<12,No,No
2514,0,24.819,12-15,No,No
2515,1,7.332,16+,No,No
2516,1,8.1615,12-15,No,No
2517,0,2.982,<12,No,No
2518,1,2.8935,12-15,Yes,No
2519,1,2.805,<12,No,No
2520,0,20.041,<12,No,Yes
2521,0,17.027,12-15,No,No
2522,0,18.727,<12,No,No
2523,1,7.918,12-15,No,No
2524,0,19.682,12-15,No,No
2525,0,15.723,12-15,No,No
2526,1,23.227,<12,Yes,No
2527,0,9.002,<12,No,No
2528,0,18.204,<12,No,No
2529,0,18.283,16+,No,No
2530,0,0.627,12-15,Yes,No
2531,1,8.768,12-15,Yes,No
2532,1,9.3305,12-15,Yes,No
2533,0,24.334,<12,No,Yes
2534,0,20.112,12-15,Yes,Yes
2535,0,2.001,12-15,No,No
2536,0,41.09,<12,Yes,Yes
2537,0,1.906,12-15,Yes,Yes
2538,0,20.12,16+,No,Yes
2539,1,4.167,<12,No,No
2540,0,3.17,12-15,Yes,No
2541,1,4.4405,<12,Yes,No
2542,0,19.285,<12,No,Yes
2543,0,30.828,12-15,No,No
2544,0,1.117,<12,No,No
2545,0,9.509,12-15,Yes,Yes
2546,0,14.938,12-15,Yes,Yes
2547,0,32.315,<12,No,Yes
2548,0,26.308,12-15,No,Yes
2549,0,26.511,<12,Yes,Yes
2550,0,28.679,<12,No,Yes
2551,1,13.295,<12,Yes,Yes
2552,0,25.166,<12,Yes,Yes
2553,0,0.621,<12,No,Yes
2554,0,10.179,12-15,Yes,No
2555,0,9.873,<12,No,Yes
2556,1,4.1645,12-15,No,No
2557,0,10.894,<12,Yes,Yes
2558,1,8.917,12-15,No,No
2559,1,8.917,12-15,No,No
2560,0,39.833,12-15,Yes,Yes
2561,0,24.129,16+,Yes,Yes
2562,1,7.8465,12-15,No,Yes
2563,0,48.832,<12,Yes,Yes
2564,0,26.976,12-15,Yes,Yes
2565,0,2.289,16+,Yes,No
2566,0,26.976,12-15,No,Yes
2567,1,4.6625,12-15,Yes,No
2568,0,18.215,<12,Yes,No
2569,0,22.355,<12,No,No
2570,0,16.583,<12,No,Yes
2571,1,2.801,<12,Yes,Yes
2572,0,38.912,<12,Yes,Yes
2573,0,11.409,12-15,No,Yes
2574,0,11.409,<12,Yes,No
2575,1,16.3465,<12,No,No
2576,1,6.253,12-15,Yes,No
2577,0,9.626,<12,Yes,Yes
2578,1,5.339,12-15,No,Yes
2579,1,16.964,12-15,Yes,Yes
2580,1,6.916,12-15,Yes,Yes
2581,0,29.451,<12,Yes,Yes
2582,1,3.751,<12,Yes,No
2583,0,1.837,<12,Yes,No
2584,0,1.342,12-15,No,Yes
2585,0,1.665,<12,Yes,Yes
2586,1,1.1665,12-15,Yes,No
2587,0,17.87,<12,Yes,Yes
2588,0,21.087,12-15,Yes,Yes
2589,0,6.7,<12,Yes,No
2590,1,12.3285,<12,Yes,Yes
2591,0,13.933,12-15,No,No
2592,1,19.1075,12-15,No,No
2593,1,15.002,12-15,No,No
2594,0,9.897,16+,No,No
2595,0,20.0,<12,No,Yes
2596,1,21.6265,<12,No,Yes
2597,1,2.998,12-15,Yes,Yes
2598,0,13.517,<12,Yes,No
2599,0,2.568,16+,No,Yes
2600,1,3.17,<12,No,Yes
2601,0,19.975,12-15,Yes,Yes
2602,0,24.0,<12,No,No
2603,1,6.497,<12,No,No
2604,1,6.0455,16+,No,No
2605,1,25.667,12-15,No,No
2606,0,15.817,16+,No,No
2607,0,15.817,16+,No,No
2608,0,8.66,16+,No,No
2609,0,13.933,16+,No,No
2610,0,9.038,<12,No,No
2611,1,5.692,16+,No,No
2612,0,53.391,16+,No,No
2613,1,7.165,12-15,No,No
2614,0,13.897,12-15,No,No
2615,0,16.72,12-15,Yes,Yes
2616,0,5.58,12-15,No,Yes
2617,0,6.157,<12,No,Yes
2618,1,9.166,12-15,No,No
2619,0,6.36,12-15,No,No
2620,0,6.606,12-15,Yes,No
2621,1,14.7705,12-15,No,No
2622,0,11.017,12-15,Yes,Yes
2623,0,3.044,12-15,Yes,Yes
2624,1,5.8755,12-15,No,Yes
2625,0,1.259,12-15,Yes,No
2626,1,14.587,<12,Yes,Yes
2627,0,4.063,12-15,Yes,No
2628,1,18.5585,<12,No,No
2629,0,19.995,12-15,No,Yes
2630,0,4.003,<12,No,Yes
2631,0,28.49,12-15,No,No
2632,0,4.72,<12,No,No
2633,0,4.92,<12,No,No
2634,1,1.517,<12,No,No
2635,1,27.1675,12-15,Yes,No
2636,1,8.419,12-15,No,Yes
2637,0,4.003,12-15,Yes,No
2638,1,11.7945,12-15,Yes,Yes
2639,0,20.142,12-15,No,Yes
2640,1,17.251,12-15,No,No
2641,0,1.804,<12,No,No
2642,1,0.498,<12,No,No
2643,1,0.498,<12,No,No
2644,0,9.5,12-15,No,No
2645,1,1.2485,12-15,No,No
2646,0,3.231,12-15,Yes,Yes
2647,1,1.7165,12-15,Yes,No
2648,0,9.002,12-15,No,No
2649,1,11.759,<12,No,No
2650,0,14.497,<12,Yes,Yes
2651,0,36.999,<12,No,No
2652,0,13.506,12-15,No,No
2653,1,9.1085,<12,No,Yes
2654,0,6.382,<12,No,No
2655,1,10.9625,12-15,No,No
2656,0,54.877,<12,No,No
2657,1,2.166,12-15,No,No
2658,1,23.17,<12,No,Yes
2659,1,10.7105,<12,No,Yes
2660,1,9.3305,<12,No,Yes
2661,1,9.3305,12-15,Yes,Yes
2662,0,18.82,<12,No,Yes
2663,0,18.338,<12,No,Yes
2664,0,23.116,12-15,No,Yes
2665,0,3.118,<12,Yes,No
2666,0,23.116,<12,Yes,Yes
2667,0,4.479,12-15,No,Yes
2668,0,51.168,<12,Yes,Yes
2669,0,10.689,16+,Yes,Yes
2670,0,12.192,12-15,Yes,Yes
2671,0,12.167,12-15,Yes,No
2672,1,29.254,12-15,No,No
2673,1,11.335,<12,No,Yes
2674,0,7.537,<12,Yes,No
2675,1,16.2985,<12,No,No
2676,0,22.831,12-15,No,No
2677,0,22.831,<12,No,No
2678,0,3.912,<12,No,No
2679,1,5.4975,<12,No,No
2680,1,2.1655,16+,No,No
2681,1,23.0195,12-15,No,Yes
2682,0,10.012,12-15,Yes,Yes
2683,1,7.6085,<12,No,Yes
2684,0,56.085,<12,Yes,No
2685,0,7.88,<12,Yes,No
2686,1,7.335,12-15,Yes,No
2687,1,10.2125,12-15,Yes,Yes
2688,1,10.3765,<12,No,No
2689,1,10.012,<12,No,No
2690,1,1.1665,<12,No,No
2691,0,15.918,<12,No,No
2692,0,23.641,<12,No,No
2693,1,8.2135,<12,No,No
2694,0,10.965,12-15,Yes,Yes
2695,0,16.81,12-15,No,Yes
2696,0,9.106,16+,Yes,No
2697,1,7.3595,12-15,Yes,Yes
2698,1,3.8305,<12,No,Yes
2699,1,8.3915,12-15,Yes,No
2700,0,31.036,12-15,No,No
2701,0,0.775,<12,No,No
2702,0,7.444,12-15,No,No
2703,0,4.783,16+,No,No
2704,0,2.919,<12,No,No
2705,0,43.943,12-15,No,No
2706,0,21.062,16+,No,No
2707,0,17.81,12-15,No,No
2708,0,17.618,16+,Yes,Yes
2709,0,4.934,<12,No,No
2710,0,18.708,<12,No,No
2711,0,12.044,<12,No,No
2712,0,17.016,<12,No,No
2713,0,17.016,12-15,No,No
2714,0,12.999,<12,No,No
2715,1,20.246,<12,No,No
2716,0,10.453,<12,No,No
2717,0,9.002,<12,No,No
2718,1,8.3995,12-15,No,Yes
2719,1,1.336,12-15,Yes,Yes
2720,0,17.164,12-15,No,Yes
2721,0,10.256,<12,Yes,Yes
2722,0,3.63,12-15,Yes,Yes
2723,1,29.9985,<12,No,Yes
2724,0,16.934,12-15,Yes,No
2725,0,8.274,12-15,Yes,No
2726,0,23.474,<12,Yes,Yes
2727,0,11.866,12-15,No,Yes
2728,0,26.144,12-15,No,No
2729,0,2.757,12-15,No,No
2730,0,4.928,12-15,No,No
2731,0,2.757,12-15,No,No
2732,0,1.002,<12,No,No
2733,0,1.002,<12,No,No
2734,0,13.645,12-15,No,No
2735,0,9.591,12-15,Yes,No
2736,0,33.243,<12,Yes,Yes
2737,0,33.243,<12,No,Yes
2738,1,3.2525,<12,No,Yes
2739,0,12.977,<12,No,No
2740,0,29.944,<12,No,No
2741,1,3.8415,<12,No,No
2742,1,9.128,<12,No,No
2743,1,9.7575,12-15,No,No
2744,0,15.54,12-15,No,No
2745,0,6.743,12-15,Yes,No
2746,1,12.731,12-15,No,Yes
2747,1,0.512,<12,Yes,No
2748,0,25.352,12-15,No,Yes
2749,0,10.626,16+,No,Yes
2750,1,20.723,<12,Yes,Yes
2751,0,2.847,12-15,No,Yes
2752,1,5.7495,16+,Yes,Yes
2753,0,8.893,16+,No,Yes
2754,1,11.8985,<12,No,Yes
2755,1,1.9985,12-15,Yes,Yes
2756,1,5.6755,16+,Yes,Yes
2757,1,0.509,<12,Yes,No
2758,0,8.493,<12,No,Yes
2759,1,9.8795,12-15,No,No
2760,0,8.003,12-15,No,Yes
2761,1,9.9985,<12,No,Yes
2762,1,12.917,<12,No,Yes
2763,1,6.4205,12-15,No,Yes
2764,0,2.741,<12,No,No
2765,0,2.664,<12,Yes,Yes
2766,1,36.3915,<12,No,No
2767,0,20.205,16+,No,No
2768,1,39.257,<12,No,No
2769,1,25.169,16+,Yes,Yes
2770,1,3.4115,12-15,No,Yes
2771,0,2.601,12-15,Yes,No
2772,0,35.003,12-15,Yes,No
2773,0,15.433,12-15,No,Yes
2774,0,17.845,16+,No,Yes
2775,1,8.383,12-15,Yes,No
2776,0,22.565,<12,No,Yes
2777,1,14.787,<12,No,No
2778,0,32.786,<12,No,Yes
2779,0,9.656,<12,Yes,No
2780,0,17.55,<12,Yes,No
2781,0,2.045,12-15,Yes,No
2782,0,5.977,<12,Yes,No
2783,1,26.497,<12,No,Yes
2784,0,11.414,12-15,Yes,No
2785,0,31.989,<12,Yes,Yes
2786,0,37.836,<12,No,Yes
2787,0,42.508,12-15,Yes,Yes
2788,1,14.7325,16+,No,No
2789,0,3.351,12-15,Yes,No
2790,0,6.396,<12,Yes,No
2791,1,1.1665,16+,Yes,Yes
2792,0,6.344,<12,Yes,No
2793,1,8.334,12-15,Yes,No
2794,0,24.027,12-15,No,No
2795,0,14.817,<12,No,Yes
2796,1,21.914,12-15,Yes,Yes
2797,1,4.0,12-15,Yes,Yes
2798,1,2.3795,12-15,No,No
2799,0,26.48,<12,No,Yes
2800,1,5.169,<12,Yes,No
2801,0,20.17,<12,Yes,Yes
2802,0,47.25,<12,Yes,Yes
2803,0,21.328,12-15,Yes,No
2804,0,35.24,<12,Yes,Yes
2805,0,13.974,12-15,Yes,Yes
2806,0,21.21,<12,Yes,No
2807,0,14.001,<12,No,No
2808,1,3.5,12-15,No,Yes
2809,0,27.967,<12,No,Yes
2810,0,13.509,<12,Yes,No
2811,0,26.664,12-15,Yes,Yes
2812,0,4.0,<12,Yes,No
2813,0,13.908,12-15,Yes,Yes
2814,1,22.4015,<12,Yes,Yes
2815,0,13.446,12-15,Yes,Yes
2816,0,12.865,<12,No,No
2817,0,26.001,<12,No,Yes
2818,0,16.203,<12,Yes,No
2819,0,19.055,<12,Yes,No
2820,0,14.324,<12,Yes,No
2821,1,20.0435,<12,Yes,Yes
2822,0,2.004,<12,Yes,No
2823,0,11.034,12-15,Yes,No
2824,1,15.6715,12-15,No,No
2825,0,10.103,12-15,No,Yes
2826,0,26.272,<12,Yes,Yes
2827,0,26.272,<12,No,Yes
2828,0,5.218,12-15,Yes,No
2829,0,13.446,<12,Yes,Yes
2830,0,56.882,<12,No,No
2831,1,16.312,<12,No,No
2832,0,8.496,<12,No,Yes
2833,0,26.22,12-15,No,Yes
2834,1,1.2075,<12,Yes,Yes
2835,0,7.023,<12,Yes,No
2836,0,7.023,12-15,Yes,No
2837,0,43.671,<12,Yes,Yes
2838,0,11.433,12-15,Yes,No
2839,1,0.586,<12,Yes,No
2840,0,21.821,<12,Yes,No
2841,0,5.988,<12,No,Yes
2842,0,16.156,<12,Yes,No
2843,0,1.035,12-15,Yes,No
2844,0,1.035,16+,No,Yes
2845,0,9.81,12-15,No,No
2846,0,15.901,12-15,No,No
2847,0,23.915,12-15,No,No
2848,1,5.84,<12,No,No
2849,0,1.363,12-15,Yes,No
2850,1,18.579,<12,No,No
2851,0,7.732,12-15,Yes,No
2852,0,7.732,12-15,Yes,No
2853,0,42.461,<12,Yes,Yes
2854,0,9.933,12-15,No,Yes
2855,1,4.1615,<12,Yes,Yes
2856,0,8.304,<12,Yes,No
2857,0,4.118,12-15,Yes,No
2858,0,25.087,<12,No,No
2859,1,25.7495,<12,No,No
2860,0,9.999,<12,Yes,No
2861,1,1.4865,<12,No,Yes
2862,1,0.999,12-15,No,Yes
2863,0,15.537,12-15,Yes,Yes
2864,0,16.003,12-15,Yes,Yes
2865,0,60.353,<12,No,Yes
2866,1,9.988,12-15,No,Yes
2867,0,5.823,<12,Yes,No
2868,0,23.951,<12,Yes,No
2869,0,9.005,<12,Yes,No
2870,1,6.7295,<12,Yes,No
2871,0,32.0,<12,Yes,No
2872,0,4.359,12-15,Yes,Yes
2873,1,3.4965,12-15,No,No
2874,0,16.397,12-15,Yes,Yes
2875,0,21.999,<12,Yes,Yes
2876,1,2.664,12-15,No,Yes
2877,0,7.001,<12,Yes,No
2878,0,36.923,<12,Yes,Yes
2879,0,36.923,<12,No,Yes
2880,1,5.834,12-15,No,Yes
2881,0,5.944,12-15,Yes,Yes
2882,0,8.309,12-15,Yes,No
2883,1,6.004,<12,Yes,No
2884,0,15.001,12-15,No,No
2885,0,16.438,<12,No,No
2886,1,9.8755,<12,No,No
2887,0,25.106,12-15,No,No
2888,1,8.249,12-15,No,No
2889,0,2.513,12-15,No,No
2890,1,0.8735,<12,Yes,Yes
2891,0,3.97,12-15,Yes,No
2892,1,27.6345,<12,Yes,No
2893,0,25.916,<12,No,Yes
2894,0,42.672,<12,Yes,No
2895,0,8.162,12-15,Yes,No
2896,0,51.748,<12,No,No
2897,0,16.999,<12,Yes,No
2898,0,16.194,12-15,No,No
2899,0,12.999,<12,No,No
2900,0,13.999,<12,Yes,Yes
2901,0,13.999,12-15,No,Yes
2902,1,6.486,16+,Yes,No
2903,1,5.2125,12-15,No,Yes
2904,0,5.911,12-15,Yes,No
2905,1,1.002,12-15,Yes,Yes
2906,1,4.589,12-15,Yes,No
2907,0,6.935,12-15,Yes,No
2908,0,24.0,12-15,Yes,No
2909,0,37.793,12-15,No,No
2910,0,14.472,12-15,No,No
2911,1,7.6595,<12,No,No
2912,1,4.249,12-15,Yes,No
2913,0,34.303,<12,No,No
2914,0,7.655,<12,Yes,No
2915,1,14.834,<12,No,Yes
2916,1,25.187,<12,No,No
2917,1,5.0155,12-15,No,Yes
2918,1,7.258,16+,No,Yes
2919,0,2.53,12-15,No,No
2920,1,13.1665,<12,No,No
2921,0,7.288,12-15,No,No
2922,0,7.288,12-15,No,No
2923,0,4.101,12-15,No,No
2924,0,32.416,<12,No,No
2925,0,6.283,<12,No,No
2926,0,2.245,<12,No,No
2927,0,2.084,12-15,No,No
2928,1,4.268,12-15,Yes,Yes
2929,0,21.999,<12,Yes,Yes
2930,0,21.999,12-15,No,Yes
2931,0,14.683,12-15,No,No
2932,0,34.543,<12,No,No
2933,0,8.999,12-15,Yes,No
2934,1,7.091,<12,No,No
2935,0,3.001,<12,Yes,No
2936,1,7.2155,<12,Yes,Yes
2937,1,4.665,<12,No,No
2938,0,34.505,<12,No,No
2939,0,22.998,<12,No,Yes
2940,1,6.9595,12-15,No,No
2941,0,9.158,12-15,No,No
2942,1,2.2535,12-15,No,No
2943,1,4.4295,12-15,Yes,Yes
2944,0,27.253,<12,Yes,Yes
2945,1,15.2635,<12,Yes,No
2946,0,8.331,12-15,No,No
2947,0,26.877,<12,No,No
2948,0,3.882,12-15,Yes,No
2949,0,40.726,12-15,No,No
2950,1,6.552,16+,No,No
2951,0,12.854,12-15,No,No
2952,0,6.502,<12,No,No
2953,0,8.887,16+,Yes,No
2954,0,5.454,12-15,No,No
2955,0,7.086,12-15,Yes,Yes
2956,0,17.777,12-15,Yes,No
2957,0,17.029,<12,Yes,No
2958,0,31.017,<12,No,Yes
2959,0,2.62,<12,No,Yes
2960,1,4.6955,12-15,Yes,No
2961,0,41.309,12-15,No,Yes
2962,0,24.082,12-15,No,Yes
2963,0,20.145,12-15,Yes,Yes
2964,0,35.228,<12,No,No
2965,0,1.684,12-15,No,No
2966,0,12.98,<12,No,No
2967,0,21.081,<12,No,Yes
2968,0,34.268,<12,Yes,No
2969,0,41.095,<12,Yes,No
2970,1,14.4505,<12,Yes,No
2971,0,48.005,<12,No,Yes
2972,0,4.756,12-15,No,No
2973,1,18.3095,<12,Yes,No
2974,1,16.9145,<12,No,Yes
2975,0,0.835,<12,Yes,No
2976,0,8.14,<12,Yes,No
2977,0,11.398,<12,Yes,No
2978,0,12.572,12-15,Yes,Yes
2979,0,2.554,12-15,Yes,Yes
2980,0,2.552,12-15,Yes,No
2981,0,8.0,<12,Yes,Yes
2982,1,1.5825,12-15,No,Yes
2983,0,10.333,<12,Yes,Yes
2984,0,6.524,16+,Yes,No
2985,1,8.501,<12,No,No
2986,1,8.92,12-15,No,No
2987,0,20.999,<12,No,No
2988,1,11.0825,12-15,No,No
2989,0,23.299,12-15,No,No
2990,0,7.948,<12,No,No
2991,0,7.948,12-15,No,No
2992,0,24.153,12-15,No,No
2993,0,24.153,12-15,No,No
2994,0,13.903,12-15,No,No
2995,1,2.4885,<12,No,No
2996,0,34.664,<12,No,Yes
2997,1,6.1305,<12,Yes,Yes
2998,1,2.2775,<12,Yes,No
2999,1,11.335,12-15,Yes,No
3000,0,3.129,16+,Yes,No
3001,1,32.6025,12-15,No,Yes
3002,1,7.08,<12,Yes,No
3003,1,7.8195,12-15,Yes,No
3004,0,12.687,16+,Yes,Yes
3005,0,50.639,<12,No,Yes
3006,1,30.1655,12-15,No,No
3007,0,32.0,12-15,No,No
3008,0,7.066,12-15,No,Yes
3009,1,24.9995,12-15,Yes,Yes
3010,1,5.2045,<12,Yes,Yes
3011,1,0.194,<12,No,Yes
3012,0,4.115,<12,Yes,Yes
3013,0,4.468,12-15,No,No
3014,0,9.651,12-15,No,No
3015,0,31.173,<12,No,No
3016,0,51.337,<12,No,No
3017,1,9.024,<12,No,Yes
3018,0,0.222,12-15,Yes,No
3019,1,3.1565,12-15,No,No
3020,1,14.168,12-15,No,No
3021,0,2.171,12-15,Yes,Yes
3022,0,0.687,<12,No,Yes
3023,0,3.379,<12,Yes,Yes
3024,1,5.1935,<12,Yes,Yes
3025,0,2.927,12-15,Yes,No
3026,1,11.3565,12-15,Yes,No
3027,0,12.263,12-15,No,Yes
3028,0,8.945,12-15,No,No
3029,0,20.605,12-15,No,No
3030,0,26.001,<12,Yes,No
3031,0,35.274,<12,Yes,Yes
3032,1,1.1665,12-15,No,Yes
3033,0,12.999,<12,Yes,No
3034,1,13.9195,12-15,No,Yes
3035,1,12.553,12-15,Yes,Yes
3036,0,37.158,<12,Yes,Yes
3037,0,37.158,<12,No,Yes
3038,0,12.726,12-15,Yes,Yes
3039,0,7.592,<12,Yes,No
3040,1,1.5115,<12,Yes,Yes
3041,0,7.05,12-15,No,No
3042,0,28.0,<12,No,Yes
3043,1,6.8365,12-15,No,No
3044,1,12.085,<12,No,Yes
3045,0,15.847,12-15,Yes,No
3046,0,15.847,<12,Yes,No
3047,0,11.105,12-15,Yes,No
3048,0,6.007,<12,Yes,No
3049,0,1.812,<12,Yes,No
3050,0,14.998,<12,No,No
3051,0,14.998,<12,No,No
3052,0,54.418,<12,Yes,Yes
3053,0,22.946,<12,Yes,No
3054,0,12.816,16+,Yes,No
3055,0,5.67,16+,No,No
3056,0,2.33,16+,No,No
3057,0,0.348,<12,No,No
3058,0,5.331,12-15,No,Yes
3059,0,18.669,<12,No,Yes
3060,0,7.922,12-15,No,Yes
3061,0,35.507,<12,No,Yes
3062,0,9.555,12-15,Yes,No
3063,0,20.684,<12,No,Yes
3064,1,13.2375,12-15,Yes,Yes
3065,1,9.231,<12,No,No
3066,0,7.042,12-15,No,No
3067,0,35.187,<12,No,No
3068,0,22.563,<12,Yes,No
3069,0,27.529,<12,Yes,No
3070,0,9.254,<12,Yes,No
3071,1,10.749,16+,No,No
3072,0,43.017,12-15,No,Yes
3073,0,32.999,<12,No,Yes
3074,0,2.516,12-15,No,Yes
3075,0,17.999,<12,No,No
3076,0,1.29,12-15,No,Yes
3077,1,10.133,<12,Yes,No
3078,0,4.0,12-15,No,Yes
3079,0,33.919,12-15,No,Yes
3080,1,5.2485,12-15,No,No
3081,1,6.9155,12-15,No,No
3082,1,15.4195,12-15,No,Yes
3083,0,31.855,<12,Yes,No
3084,1,12.504,12-15,No,Yes
3085,0,42.949,<12,No,Yes
3086,1,1.2925,<12,No,Yes
3087,0,10.004,12-15,No,No
3088,0,22.138,12-15,No,No
3089,0,6.442,<12,No,No
3090,0,6.919,12-15,No,No
3091,0,14.768,16+,No,No
3092,0,42.847,<12,Yes,Yes
3093,0,42.847,12-15,No,Yes
3094,0,5.812,12-15,Yes,No
3095,0,11.959,12-15,Yes,No
3096,0,50.877,<12,Yes,Yes
3097,0,16.005,12-15,No,Yes
3098,0,14.757,12-15,No,No
3099,0,3.146,12-15,Yes,No
3100,0,15.02,<12,No,No
3101,0,12.654,12-15,Yes,No
3102,0,9.44,12-15,No,No
3103,0,24.0,<12,No,Yes
3104,0,20.775,12-15,No,Yes
3105,1,3.08,<12,Yes,Yes
3106,1,9.1715,<12,No,No
3107,1,5.914,<12,No,No
3108,0,5.711,<12,No,No
3109,1,2.1655,<12,No,No
3110,0,46.16,<12,No,No
3111,0,29.999,<12,No,Yes
3112,0,46.511,<12,No,No
3113,0,46.511,<12,No,No
3114,0,23.075,12-15,No,No
3115,1,4.578,<12,Yes,Yes
3116,1,6.6255,<12,No,Yes
3117,0,43.715,<12,No,No
3118,0,6.998,<12,No,No
3119,1,15.587,<12,No,No
3120,0,3.253,<12,No,No
3121,0,3.203,12-15,Yes,No
3122,0,11.978,12-15,Yes,No
3123,1,8.6215,12-15,No,Yes
3124,0,47.42,<12,No,Yes
3125,0,7.176,12-15,Yes,No
3126,0,2.062,12-15,Yes,No
3127,1,9.48,<12,Yes,No
3128,0,11.546,12-15,Yes,No
3129,0,54.059,<12,No,Yes
3130,0,11.42,12-15,No,No
3131,0,19.283,<12,No,No
3132,0,11.86,12-15,No,No
3133,1,7.25,12-15,No,No
3134,0,9.246,12-15,Yes,No
3135,0,1.506,<12,Yes,Yes
3136,1,8.668,<12,No,Yes
3137,0,6.234,16+,No,Yes
3138,0,54.943,<12,Yes,Yes
3139,0,19.748,<12,Yes,No
3140,0,9.656,<12,Yes,No
3141,1,10.253,<12,No,Yes
3142,1,41.6275,<12,Yes,No
3143,1,0.9995,<12,No,No
3144,0,13.435,<12,No,No
3145,0,2.475,12-15,Yes,No
3146,0,4.164,12-15,No,Yes
3147,0,3.669,<12,No,Yes
3148,0,6.919,12-15,Yes,No
3149,0,1.897,12-15,Yes,No
3150,0,18.992,<12,Yes,Yes
3151,0,19.107,<12,Yes,No
3152,0,9.974,<12,Yes,No
3153,1,5.733,12-15,Yes,No
3154,0,13.173,12-15,No,Yes
3155,0,11.069,12-15,Yes,No
3156,1,5.418,12-15,No,Yes
3157,1,6.7895,16+,Yes,Yes
3158,0,7.001,<12,No,No
3159,0,24.999,<12,Yes,No
3160,0,46.65,<12,Yes,Yes
3161,0,0.956,16+,Yes,No
3162,1,5.7495,12-15,Yes,No
3163,0,13.383,12-15,Yes,No
3164,0,15.997,12-15,No,No
3165,0,34.809,12-15,No,No
3166,0,34.809,12-15,No,No
3167,0,9.93,<12,No,No
3168,1,2.075,12-15,No,No
3169,0,9.93,12-15,No,No
3170,0,24.999,12-15,No,Yes
3171,0,36.586,12-15,Yes,Yes
3172,1,2.3055,<12,Yes,No
3173,0,19.37,12-15,Yes,No
3174,0,49.287,<12,Yes,Yes
3175,1,10.086,16+,No,No
3176,0,11.159,16+,No,No
3177,1,6.597,<12,No,No
3178,1,30.5285,<12,Yes,Yes
3179,1,31.918,12-15,No,Yes
3180,0,30.018,12-15,No,Yes
3181,1,9.9,<12,Yes,No
3182,0,6.886,<12,No,Yes
3183,0,6.886,12-15,Yes,No
3184,0,0.862,12-15,Yes,No
3185,0,0.999,12-15,Yes,Yes
3186,0,3.11,<12,No,Yes
3187,1,16.0,12-15,No,Yes
3188,1,0.58,<12,Yes,Yes
3189,0,27.001,<12,No,No
3190,1,6.166,<12,No,No
3191,1,14.2095,<12,No,Yes
3192,0,18.667,<12,No,Yes
3193,0,30.91,12-15,Yes,Yes
3194,1,3.751,12-15,Yes,No
3195,1,3.751,12-15,Yes,No
3196,1,5.67,<12,No,Yes
3197,1,5.4185,<12,Yes,Yes
3198,0,5.038,12-15,No,Yes
3199,1,5.67,<12,No,Yes
3200,0,7.786,12-15,Yes,No
3201,0,6.995,<12,Yes,No
3202,0,6.995,12-15,Yes,No
3203,1,8.0,12-15,Yes,Yes
3204,1,8.0,16+,Yes,Yes
3205,1,6.1655,<12,Yes,Yes
3206,0,5.002,12-15,Yes,No
3207,1,20.167,12-15,No,No
3208,0,25.752,12-15,No,No
3209,0,20.0,<12,No,Yes
3210,0,18.998,<12,Yes,Yes
3211,0,13.002,<12,Yes,Yes
3212,1,8.427,<12,Yes,No
3213,1,4.832,<12,Yes,No
3214,1,4.832,12-15,Yes,No
3215,1,23.2935,<12,No,Yes
3216,0,25.123,<12,No,Yes
3217,1,2.1275,<12,Yes,Yes
3218,1,15.0855,<12,No,Yes
3219,0,4.942,12-15,Yes,Yes
3220,0,19.146,16+,No,No
3221,1,5.9575,12-15,No,No
3222,0,33.859,12-15,No,Yes
3223,0,9.977,<12,No,Yes
3224,1,20.3285,<12,No,Yes
3225,0,7.299,<12,Yes,Yes
3226,0,4.249,12-15,Yes,No
3227,0,49.834,12-15,Yes,Yes
3228,0,6.85,12-15,Yes,No
3229,0,7.299,12-15,Yes,Yes
3230,0,24.999,<12,Yes,No
3231,0,39.247,<12,Yes,Yes
3232,0,16.444,12-15,No,Yes
3233,0,9.405,12-15,Yes,No
3234,0,6.617,12-15,Yes,No
3235,0,18.374,<12,Yes,Yes
3236,0,18.374,<12,Yes,No
3237,0,24.0,12-15,No,Yes
3238,0,10.001,<12,Yes,Yes
3239,0,10.001,<12,No,Yes
3240,0,49.35,<12,Yes,Yes
3241,0,6.877,12-15,Yes,No
3242,1,6.954,12-15,Yes,Yes
3243,0,11.847,12-15,Yes,No
3244,0,4.068,<12,No,Yes
3245,0,19.88,<12,Yes,No
3246,0,4.068,12-15,Yes,No
3247,1,18.905,<12,Yes,Yes
3248,0,36.58,<12,No,Yes
3249,0,2.908,12-15,No,Yes
3250,1,6.664,<12,Yes,Yes
3251,1,10.998,<12,Yes,Yes
3252,0,14.762,12-15,No,Yes
3253,0,10.962,12-15,Yes,Yes
3254,0,17.758,12-15,No,Yes
3255,0,0.816,<12,Yes,No
3256,1,17.7465,<12,Yes,No
3257,0,28.419,<12,Yes,Yes
3258,0,26.582,<12,No,Yes
3259,1,4.134,<12,Yes,Yes
3260,0,15.959,12-15,No,Yes
3261,0,6.888,<12,Yes,No
